Grain_type,Area,Max_intensity,Major_axis_length,Average_intensity
1,467,0.838374509804,33.83940550616371,0.683414760045
1,475,0.91597254902,32.479310682076566,0.729079247059
1,458,0.882620784314,31.87976534906859,0.734230063362
1,475,0.935007843137,34.37555799757495,0.720269252425
1,443,0.915385098039,30.74915354374457,0.73091520648
1,485,0.901663137255,33.42569737076324,0.736766806549
1,487,0.875596078431,32.7189131639578,0.743889451222
1,488,0.899988627451,33.08826370229596,0.740353670845
1,454,0.914811764706,32.25755343039129,0.757533703896
1,481,0.913993333333,33.12247012069133,0.761869031837
1,439,0.808110980392,31.364997117913834,0.623511245701
1,468,0.893537254902,32.07739009882655,0.683086488185
1,404,0.939725098039,32.027314931527144,0.781970290235
1,469,0.893812156863,33.362674250339225,0.755519250805
1,430,0.880157647059,31.802129987792696,0.750499774738
1,420,0.909238431373,30.213679121760205,0.742898791783
1,431,0.864865098039,31.180847011247725,0.734156654383
1,469,0.941697254902,32.484132628927064,0.760582284376
1,378,0.842787058824,31.31380864105484,0.687536430128
1,458,0.861308627451,33.482059619813,0.687767736108
1,457,0.913993333333,32.735494137232976,0.742038647617
1,498,0.836878431373,33.3496012920735,0.639618940074
1,472,0.89266627451,32.691933280719596,0.768397222499
1,471,0.953209019608,33.08526194559199,0.768520310562
1,492,0.837779215686,33.44769666569432,0.688761983899
1,426,0.888521568627,30.983764085960946,0.746331810734
1,466,0.886214117647,33.923417745178945,0.748848226037
1,473,0.90836745098,33.181580883761065,0.744655924222
1,442,0.910890196078,31.584655133345933,0.740058171413
1,474,0.880901568627,31.816218315779828,0.744901139241
1,473,0.962443921569,33.051275417252945,0.758079071426
1,461,0.897108627451,33.013872052889994,0.770478286759
1,416,0.826885490196,31.91488603896546,0.616040628771
1,477,0.917081568627,33.40603050483098,0.743753533933
1,480,0.91758745098,33.81440197036452,0.727653986928
1,489,0.942850980392,34.03556306354189,0.78166474598
1,429,0.924909803922,31.824510556141295,0.736238417661
1,479,0.843360392157,31.795339220815737,0.672292105285
1,438,0.905279215686,31.78912958480272,0.760915350524
1,489,0.825136470588,32.68252505572318,0.689877823489
1,433,0.947612941176,31.23838620593706,0.702475660916
1,479,0.846455686275,32.75373543864732,0.683049401122
1,481,0.866621960784,33.70838752716199,0.742175116383
1,493,0.842571764706,33.58012282616987,0.665143002824
1,430,0.862960392157,31.035978350398384,0.672942677611
1,463,0.79802,32.59052676925183,0.665505586753
1,473,0.759868627451,32.078469047429614,0.627132487667
1,422,0.783427843137,30.115918235128845,0.619770044606
1,497,0.828016470588,33.10309920068089,0.647305450744
1,489,0.813714117647,34.48864882970116,0.587284434821
1,458,0.748721960784,32.83573082097676,0.61400646802
1,436,0.865825490196,32.03797839399382,0.641622686634
1,364,0.818974117647,28.11542861461719,0.682127347554
1,477,0.870811372549,32.64443676201577,0.661199013442
1,449,0.890716862745,32.23998555601252,0.681835298485
1,476,0.90835254902,33.79685399170125,0.703059532872
1,449,0.909223529412,32.13986381090395,0.728887781126
1,488,0.867752941176,32.94323289339628,0.69140604468
1,493,0.826885490196,33.304037592107825,0.680652420157
1,509,0.826870588235,34.214396211313606,0.624105833044
1,502,0.877850980392,34.3006673709217,0.670473721584
1,475,0.834996470588,33.92266992843875,0.684942937461
1,469,0.875030588235,32.912800352434864,0.705146022827
1,490,0.805015686275,34.04804919376659,0.650349238095
1,459,0.899698823529,32.13244504643814,0.712966909308
1,428,0.824050196078,32.00391870650229,0.608690984973
1,459,0.905882352941,32.6826258877263,0.710863496091
1,456,0.791270980392,32.31831778803266,0.625286946164
1,437,0.837243529412,31.99699786066736,0.637869081527
1,466,0.760724705882,33.076300274044435,0.616530713625
1,420,0.911410980392,32.39889362776536,0.680272789916
1,503,0.753982745098,33.24536445772304,0.642286694734
1,507,0.804710196078,34.34916489399101,0.641274668368
1,489,0.814249803922,33.73649999492085,0.622950498416
1,480,0.906968627451,32.86724740314332,0.679713730392
1,427,0.796599215686,30.755756802500027,0.615790478946
1,453,0.873073333333,32.98619240795027,0.632283563174
1,477,0.850109411765,33.938777759787406,0.614265398939
1,447,0.762391372549,32.47822370068712,0.630228857306
1,426,0.76100745098,30.842002271739855,0.614546616957
1,406,0.890984705882,32.381026373096155,0.675370528349
1,461,0.851248235294,33.3606507012717,0.652905421292
1,459,0.786798823529,31.831718898224462,0.629368444615
1,381,0.808937254902,28.66498453699434,0.653927249241
1,422,0.820083921569,30.101407650692867,0.688604310008
1,503,0.840257254902,32.7479749029047,0.679364482127
1,452,0.830456862745,33.28475887924369,0.656488357626
1,432,0.799702352941,32.18432561523177,0.644846446986
1,477,0.775034117647,33.155373925331695,0.614584936079
1,410,0.909498431373,32.44099038943784,0.692537109517
1,422,0.876459215686,30.871569463105534,0.714894060032
1,484,0.781478431373,33.33153874280754,0.629643347107
1,502,0.792424705882,33.730170817268636,0.634831543629
1,439,0.887360784314,30.352176030334917,0.695205156997
1,495,0.863831372549,33.37465044242279,0.636969793622
1,455,0.804963137255,31.436124714031692,0.622407433743
1,477,0.828239607843,33.49357904002219,0.664982121922
1,434,0.830144313725,31.134654258346618,0.66399128219
1,465,0.812553333333,32.47863640646784,0.698206668353
1,455,0.765494509804,32.35612576765945,0.619170795949
1,408,0.838865490196,31.186525759199217,0.715737920031
1,505,0.859909803922,33.68614531364766,0.636241547661
1,494,0.822078039216,33.91922509347966,0.635295859332
1,407,0.825136470588,31.67101390433535,0.681928660211
1,449,0.885709019608,31.38047721319749,0.668370225774
1,451,0.815336078431,31.725795567337215,0.692009700448
1,497,0.77669372549,33.62173739462772,0.621185591194
1,448,0.803356078431,31.818090106791185,0.634832212885
1,493,0.815954117647,33.873138872788225,0.619042071352
1,356,0.857149019608,28.75187149488902,0.661414951531
1,461,0.812850980392,32.95632860095802,0.612523730169
1,427,0.901395294118,31.02441383725281,0.720576858153
1,449,0.797164705882,32.23332951754018,0.611486044805
1,455,0.78431372549,32.676023154286625,0.617771745744
1,447,0.803616078431,31.982686248465182,0.649761934465
1,455,0.752643529412,33.564675105617646,0.605463863822
1,399,0.80806627451,31.577954089402933,0.660736608187
1,421,0.884867843137,31.301119666608212,0.748373480509
1,442,0.827450980392,32.75655843390853,0.625476270961
1,474,0.845384313725,32.738092614296995,0.724588921982
1,451,0.847326666667,31.956219941911062,0.649638958306
1,408,0.767711764706,30.747679068070624,0.631121437908
1,497,0.782051764706,33.78805365195211,0.599135252298
1,453,0.771142352941,33.269769632102005,0.575832848548
1,446,0.819563137255,31.421845030743075,0.618987809725
1,431,0.903054901961,33.16464457062171,0.709635689004
1,452,0.787669803922,33.537910450725484,0.621390992539
1,452,0.756818039216,32.48860921497634,0.58604499653
1,453,0.859344313725,32.51105303303865,0.619437401203
1,473,0.862394901961,32.89453502130393,0.693700692285
1,461,0.784016078431,32.27099493471752,0.607512621326
1,417,0.782907058824,30.474691260984997,0.616400597169
1,379,0.79629372549,31.249983172652414,0.679903766361
1,463,0.767220784314,32.78713142142456,0.572372423665
1,464,0.801949411765,32.37630255042502,0.637064524172
1,382,0.817293333333,29.664318809360548,0.667361307874
1,456,0.813424313725,31.976572856303484,0.623826164431
1,437,0.808363921569,31.480990259241,0.607927383677
1,418,0.779476470588,31.713791351430878,0.598974725584
1,452,0.866316470588,30.391376347145215,0.729393839146
1,428,0.815954117647,31.241358476517174,0.622377884369
1,462,0.731361176471,33.6007160410619,0.580107932264
1,425,0.789321568627,30.755137607775875,0.583410199769
1,455,0.800215294118,31.621881778157846,0.583232239604
1,439,0.737522745098,32.10580861643641,0.560163571397
1,460,0.868616078431,32.273040815091726,0.715149971867
2,250,0.749808235294,20.46028812731199,0.629466936471
2,229,0.786828627451,18.63135845335664,0.641542352941
2,200,0.792424705882,18.70628355549331,0.623705615686
2,207,0.725705490196,17.13515864300325,0.60728134129
2,283,0.731607058824,19.39631278701888,0.585567740594
2,221,0.745098039216,17.17200920000629,0.616312809866
2,251,0.670588235294,19.102094626686547,0.534761999844
2,285,0.67922,20.32617443879258,0.603696846233
2,267,0.786783921569,20.306003482870857,0.641998454873
2,234,0.838947843137,18.435060298821618,0.626729068208
2,225,0.784879215686,17.261590684066093,0.625700254466
2,212,0.837458823529,17.518876026688442,0.67775563448
2,280,0.803095294118,20.263070926853093,0.614154494398
2,233,0.822122745098,18.723115383600692,0.647357066397
2,287,0.713948627451,20.919852572025512,0.602139382387
2,213,0.796301568627,18.311356098602086,0.65234193685
2,199,0.67922,18.635367421276687,0.556324495024
2,197,0.762176078431,16.607642937372642,0.61177329153
2,224,0.760486666667,18.065072773585033,0.613722219888
2,192,0.86244745098,17.679379232537325,0.687480359477
2,197,0.729679607843,18.20984744670355,0.590633104409
2,253,0.775063921569,19.509147191955424,0.620136792994
2,222,0.808929411765,17.986920512220607,0.665565053877
2,273,0.80108627451,19.858773321326577,0.655618669827
2,262,0.761052156863,19.569404165963814,0.591713369256
2,209,0.88017254902,17.389460322771576,0.641675827001
2,211,0.761825882353,17.712230153406193,0.626859178515
2,195,0.764140392157,18.029032017178213,0.605061522373
2,196,0.751504705882,16.462206682404506,0.58661187475
2,189,0.697978823529,17.235911035356413,0.492129824671
2,166,0.698039215686,15.163583059667243,0.56401411056
2,235,0.65322745098,19.25525924552668,0.505673837297
2,195,0.846998431373,16.62559432890169,0.712058278532
2,232,0.909803921569,17.66716252298481,0.758157062204
2,202,0.862745098039,17.229719043006938,0.738101669579
2,202,0.884882745098,18.316990444117067,0.739518072219
2,213,0.83471372549,18.504520255312638,0.700868667955
2,155,0.915934901961,17.186964614368165,0.733089060089
2,228,0.904445882353,18.409466892989055,0.747062315101
2,160,0.851203529412,16.96255815903067,0.709716230392
2,239,0.930498039216,18.26383127740082,0.75114374436
2,226,0.878699215686,18.190589078851197,0.744585934409
2,266,0.828016470588,19.938208206044735,0.700093541206
2,212,0.827718823529,19.00709235680525,0.726200551239
2,222,0.866666666667,19.006691482386973,0.703529805688
2,253,0.951504705882,20.37011371876762,0.789128534449
2,281,0.847058823529,20.41580165637124,0.736897585653
2,238,0.89663254902,17.725169885607563,0.738022013511
2,222,0.898604705882,18.926413732908657,0.780655767532
2,290,0.884882745098,22.05735346514088,0.739353211629
2,299,0.866101176471,21.401780181430397,0.721484624566
2,197,0.864694509804,18.13528610730028,0.749973490594
2,228,0.894638431373,18.71948136910328,0.75602500688
2,221,0.894117647059,18.515123503161714,0.72947440511
2,300,0.90252627451,21.146140933672974,0.736642039216
2,230,0.917066666667,19.43896548909128,0.780267295823
2,286,0.888760392157,20.71555893762415,0.74484264226
2,202,0.905316862745,18.194286561418373,0.738369534071
2,218,0.89382,17.417730192722583,0.735848573484
2,235,0.868341176471,18.19242675782974,0.730938286191
2,228,0.865051764706,19.113563316688282,0.685480127279
2,325,0.88684,23.086373570358624,0.760734600302
2,198,0.88401254902,16.86325166215195,0.714882303426
2,261,0.972549019608,19.448913351745293,0.81335147472
2,237,0.915385098039,18.212711241533494,0.762867146521
2,228,0.750694117647,18.462824672038366,0.590389353285
2,269,0.858518039216,20.82260811710365,0.694205866317
2,337,0.917081568627,24.515562680527623,0.770786311747
2,297,0.90028627451,20.88585133271335,0.757197767215
2,243,0.86891372549,18.68107805051116,0.721739243121
2,269,0.819042352941,19.063019370028325,0.676081094832
2,267,0.845853333333,19.84901227757955,0.701493303958
2,250,0.7854,19.501952300248252,0.700407375686
2,246,0.911478431373,19.70258190958866,0.785819650885
2,275,0.886795294118,20.532772671221647,0.715111559358
2,193,0.829921176471,17.511574832783726,0.697336175963
2,295,0.866666666667,20.629186508003038,0.73969756331
2,246,0.883439215686,19.61763656956881,0.744441869919
2,242,0.883447058824,19.0431536668547,0.70409835521
2,252,0.893201960784,18.67859858779356,0.760626738251
2,223,0.880105882353,18.30262822212717,0.728444517717
2,223,0.870022745098,18.57927957379533,0.711709608722
2,210,0.871109019608,18.213940127837212,0.713130797386
2,244,0.879778431373,19.2100270613799,0.745614783028
2,273,0.825478823529,20.643074647387692,0.702568187891
2,252,0.882910588235,19.218403504426767,0.727200325241
2,194,0.877768627451,17.166625052406758,0.766379094401
2,248,0.870007843137,19.05223285075114,0.757335191335
2,269,0.886542352941,18.978632681698357,0.760812874116
2,238,0.949585098039,19.68620618508899,0.810085191959
2,265,0.900524313725,19.458913188522416,0.745315159452
2,246,0.933854117647,18.810077560686032,0.766457391997
2,265,0.882918431373,18.960453228032428,0.739148699963
2,265,0.858525882353,19.2645478585976,0.714811711432
2,242,0.878952156863,18.89604498188611,0.761402480959
2,286,0.889369803922,20.552759804950465,0.754267477033
2,235,0.90950627451,19.636355031793077,0.772291163955
2,271,0.877605098039,19.881804266872106,0.761077806237
2,251,0.854901960784,19.422108462486097,0.751988671198
2,289,0.87525372549,21.007925305247237,0.758220322953
2,283,0.894117647059,20.82256563634435,0.751044452297
2,277,0.878431372549,19.535370677047798,0.734257547958
2,219,0.921219215686,17.583453163357614,0.773517557525
2,300,0.894117647059,22.264997440408823,0.754596113725
2,208,0.840041960784,18.25079855291952,0.719121638386
2,230,0.886274509804,17.865853558954623,0.742227023018
2,303,0.929679607843,21.128953951765745,0.79980231282
2,251,0.890196078431,18.905932864027815,0.743755637841
2,178,0.933027843137,16.993268548252964,0.793741603878
2,235,0.93641372549,18.535982484838502,0.772199043805
2,316,0.905614509804,22.753065972287782,0.760756726235
2,220,0.890196078431,18.25166047363742,0.754158383244
2,226,0.876184313725,18.375632570244445,0.730048500781
2,247,0.89747372549,19.338285972307798,0.77488746527
2,285,0.839215686275,20.27263329917725,0.721960377021
2,264,0.869136862745,18.71009591319862,0.744502670826
2,268,0.854901960784,19.154554604955752,0.739220065847
2,217,0.922662745098,17.50457814677467,0.765013868257
2,271,0.906708627451,19.596202868676777,0.783995441719
2,262,0.900524313725,19.042027915833817,0.747129630295
2,227,0.88402745098,18.347397041500653,0.762632051481
2,253,0.864419607843,19.813866672339284,0.743292200264
2,254,0.871109019608,18.489145493038755,0.748009172456
2,234,0.863012941176,18.713631997040654,0.748575937657
2,255,0.928525882353,18.742513528559343,0.742259240292
2,255,0.920132156863,18.635487821587166,0.791967181853
2,208,0.915340392157,18.00699978218772,0.786923075038
2,277,0.88094627451,19.918828506136638,0.753891460324
2,303,0.870588235294,22.25802998299054,0.762118604802
2,223,0.887360784314,17.840678167294246,0.732808729447
2,215,0.906976470588,18.44596989853546,0.777967875969
2,252,0.866934509804,19.13504078239117,0.739430869904
2,236,0.950105882353,19.042748757791703,0.799177864739
2,281,0.893552156863,21.12773957278478,0.785063232154
2,266,0.837823921569,19.456798449542575,0.727614416925
2,198,0.907274117647,17.993043482878853,0.776967401466
2,298,0.914514117647,22.005670671030117,0.747841306751
2,175,0.870588235294,17.718856263413002,0.740262635294
2,255,0.859909803922,18.823181935855246,0.752199666282
2,284,0.866666666667,20.778018727230258,0.742245803645
2,247,0.909803921569,18.674544921522727,0.785439298246
2,253,0.960486666667,18.401863127947877,0.775606203209
2,223,0.856576470588,18.31063453369974,0.72551972039
2,263,0.858823529412,19.25209470255766,0.753202229181
2,255,0.935580392157,19.189297612771234,0.760886928105
2,250,0.866369019608,18.754207057892078,0.731982476863
2,256,0.89856,19.02547426416195,0.759590585172
2,322,0.912318823529,23.394924349395584,0.782373987334
2,232,0.900524313725,18.09042371221734,0.742095848546
2,218,0.866101176471,17.98218912400399,0.755742851232
2,196,0.865230196078,18.200290018906372,0.697837893157
2,241,0.890196078431,18.037809537512512,0.734877043365
2,269,0.92884627451,20.18147106454314,0.79448193017
2,259,0.917647058824,18.900068807655032,0.777619423121
2,212,0.859091372549,18.475030398978436,0.749349855716
2,264,0.881467058824,20.059067800847842,0.768934300357
2,205,0.887889411765,18.286640444791622,0.753107659493
2,210,0.934419607843,18.672415605901264,0.788390571429
2,239,0.967801176471,20.330071666920364,0.820660077119
2,272,0.878431372549,22.176472322869937,0.769087660035
2,241,0.874212156863,18.206949004530106,0.748469924335
2,308,0.873929411765,21.80066531713043,0.767807725999
2,180,0.937254901961,18.091678301437494,0.756848505447
2,280,0.863310588235,19.9495612612198,0.741262337535
2,238,0.919038823529,18.75657627830431,0.773747058824
2,289,0.875596078431,21.87046293873961,0.762545813149
2,298,0.882918431373,20.940579847538793,0.748331498881
2,245,0.93108627451,20.177936990001815,0.775931393357
2,219,0.919254117647,19.289322798108028,0.763620911451
2,271,0.874465098039,19.96334028693589,0.751112946965
2,284,0.866666666667,20.474789083349336,0.724129959956
2,222,0.903047058824,18.618547305669306,0.74968766649
2,241,0.86244745098,18.686245910902656,0.722354041168
2,208,0.883447058824,18.442946922579683,0.759314034691
2,265,0.911753333333,19.842648877268143,0.773819308916
2,243,0.912050980392,19.599070588712276,0.746049156782
2,286,0.923243137255,20.504915990839372,0.786702457151
2,276,0.884838039216,20.51754820374369,0.766398445581
2,193,0.891245490196,16.395051259383404,0.771048521792
2,245,0.917647058824,18.214625263831653,0.795623060424
2,300,0.85546745098,20.930731208541765,0.734794368627
2,297,0.85546745098,21.252375107484337,0.738758547567
2,283,0.898039215686,20.88907195581043,0.773325346082
2,250,0.960218823529,19.046864537077056,0.805230847059
2,248,0.741741960784,19.3593236139695,0.575550466477
2,237,0.789909803922,19.508311537058912,0.602351339456
2,299,0.83388745098,20.83123141550277,0.692974038953
2,214,0.884882745098,18.25681905991538,0.681646816932
2,241,0.835294117647,19.100612528926256,0.697077707265
2,182,0.879517647059,16.123439932476472,0.708028860159
2,285,0.863012941176,21.557300846485994,0.707048024768
2,240,0.866369019608,19.802540920123114,0.695934277778
2,237,0.807545490196,18.48283773889198,0.651693776785
2,235,0.812553333333,18.71431365687727,0.657660690864
2,259,0.867232156863,18.878497354087436,0.707806433492
2,291,0.799702352941,20.247569168927413,0.661602774746
2,303,0.83137254902,21.32687548522941,0.684804619168
2,227,0.839438823529,18.20771752208406,0.670043040511
2,378,0.931926666667,26.05058057093056,0.707502965038
2,297,0.787669803922,20.808573971786537,0.675843901763
2,243,0.827674117647,19.264168657354126,0.713749544097
2,218,0.844223529412,17.925573211104613,0.685463432272
2,252,0.89747372549,19.766412096834216,0.74931629474
2,299,0.839736470588,20.94576610410388,0.665065054758
2,218,0.833032156863,19.86148116577057,0.688575671883
2,243,0.894385490196,19.932068409232524,0.714711687243
2,244,0.866369019608,19.962867404138173,0.711979797493
2,244,0.786783921569,19.28766463833052,0.67135266956
2,282,0.892710980392,19.415948182184568,0.741175394243
2,250,0.914290980392,19.821592867279694,0.719802464314
2,221,0.837764313725,19.16392277951069,0.681850735516
2,182,0.871629803922,17.720855471569763,0.71952472312
2,252,0.842296078431,18.70103337283325,0.703924178338
2,220,0.883996862745,18.226106948040083,0.668638073084
2,300,0.832466666667,21.28490064843873,0.697203847059
2,256,0.816251764706,18.781428624217746,0.698394935662
2,251,0.854551764706,18.87188156183254,0.723907568159
2,299,0.836380392157,21.046124104763027,0.699868792708
2,248,0.86718745098,19.98010723487544,0.732364826059
2,295,0.961052156863,22.731180997456413,0.694085234962
2,306,0.866369019608,22.184215850312146,0.709185074971
2,310,0.854842352941,23.126452539475235,0.697042380772
2,220,0.704430980392,18.09221058604758,0.613818901961
2,241,0.798593333333,19.250101027812143,0.664237370434
2,177,0.805007843137,16.96878401760218,0.690635260884
2,221,0.847058823529,17.389786555264898,0.722972297046
2,278,0.748721960784,19.30807461814963,0.642615937368
2,279,0.764408235294,19.79710899374249,0.652928083491
2,186,0.91821254902,17.95661303931341,0.729568484082
2,178,0.748721960784,16.5021858800398,0.62390075347
2,219,0.870290588235,19.480202046737354,0.709121086937
